NL input,Key Values,Cypher Query
Noah and Jessica must handle entirely separate tasks.,"Activity: [], EntityType: [], Actor: [""Noah"", ""Jessica""]","MATCH (e1:Event {Actor: 'Noah'}) WITH COLLECT(DISTINCT e1.Activity) AS Noah_activities MATCH (e2:Event {Actor: 'Jessica'}) WITH Noah_activities, COLLECT(DISTINCT e2.Activity) AS Jessica_activities RETURN CASE WHEN ANY(activity IN Noah_activities WHERE activity IN Jessica_activities) THEN false ELSE true END AS rule_satisfied"
Alex and Max must work on the exact same set of tasks.,"Activity: [], EntityType: [], Actor: [""Alex"", ""Max""]","MATCH (e1:Event {Actor: 'Alex'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesAlex MATCH (e2:Event {Actor: 'Max'}) WITH activitiesAlex, COLLECT(DISTINCT e2.Activity) AS activitiesMax RETURN activitiesAlex = activitiesMax AS sameActivities"
"Emma and Olivia must perform the same activities, reflecting identical roles.","Activity: [], EntityType: [], Actor: [""Emma"", ""Olivia""]","MATCH (e1:Event {Actor: 'Emma'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesEmma MATCH (e2:Event {Actor: 'Olivia'}) WITH activitiesEmma, COLLECT(DISTINCT e2.Activity) AS activitiesOlivia RETURN activitiesEmma = activitiesOlivia AS sameActivities"
"Every task performed by James must also be performed by Lily, and vice versa.","Activity: [], EntityType: [], Actor: [""James"", ""Lily""]","MATCH (e1:Event {Actor: 'James'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesJames MATCH (e2:Event {Actor: 'Lily'}) WITH activitiesJames, COLLECT(DISTINCT e2.Activity) AS activitiesLily RETURN activitiesJames = activitiesLily AS sameActivities"
"There must be no activity that Noah performs that Jack does not also perform, and vice versa.","Activity: [], EntityType: [], Actor: [""Noah"", ""Jack""]","MATCH (e1:Event {Actor: 'Noah'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesNoah MATCH (e2:Event {Actor: 'Jack'}) WITH activitiesNoah, COLLECT(DISTINCT e2.Activity) AS activitiesJack RETURN activitiesNoah = activitiesJack AS sameActivities"
Tasks handled by Sophia and Liam must completely overlap.,"Activity: [], EntityType: [], Actor: [""Sophia"", ""Liam""]","MATCH (e1:Event {Actor: 'Sophia'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesSophia MATCH (e2:Event {Actor: 'Liam'}) WITH activitiesSophia, COLLECT(DISTINCT e2.Activity) AS activitiesLiam RETURN activitiesSophia = activitiesLiam AS sameActivities"
"It is required that every task performed by Ben is also performed by Chloe, and vice versa.","Activity: [], EntityType: [], Actor: [""Ben"", ""Chloe""]","MATCH (e1:Event {Actor: 'Ben'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesBen MATCH (e2:Event {Actor: 'Chloe'}) WITH activitiesBen, COLLECT(DISTINCT e2.Activity) AS activitiesChloe RETURN activitiesBen = activitiesChloe AS sameActivities"
"Every activity performed by Harry must also be performed by Grace, and vice versa.","Activity: [], EntityType: [], Actor: [""Harry"", ""Grace""]","MATCH (e1:Event {Actor: 'Harry'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesHarry MATCH (e2:Event {Actor: 'Grace'}) WITH activitiesHarry, COLLECT(DISTINCT e2.Activity) AS activitiesGrace RETURN activitiesHarry = activitiesGrace AS sameActivities"
"Lily and Rachel must have the same role, performing identical activities.","Activity: [], EntityType: [], Actor: [""Lily"", ""Rachel""]","MATCH (e1:Event {Actor: 'Lily'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesLily MATCH (e2:Event {Actor: 'Rachel'}) WITH activitiesLily, COLLECT(DISTINCT e2.Activity) AS activitiesRachel RETURN activitiesLily = activitiesRachel AS sameActivities"
"No activity performed by Aiden should be missing from those performed by Mia, and vice versa.","Activity: [], EntityType: [], Actor: [""Aiden"", ""Mia""]","MATCH (e1:Event {Actor: 'Aiden'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesAiden MATCH (e2:Event {Actor: 'Mia'}) WITH activitiesAiden, COLLECT(DISTINCT e2.Activity) AS activitiesMia RETURN activitiesAiden = activitiesMia AS sameActivities"
"Every activity carried out by Samuel must also be carried out by Jessica, and vice versa.","Activity: [], EntityType: [], Actor: [""Samuel"", ""Jessica""]","MATCH (e1:Event {Actor: 'Samuel'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesSamuel MATCH (e2:Event {Actor: 'Jessica'}) WITH activitiesSamuel, COLLECT(DISTINCT e2.Activity) AS activitiesJessica RETURN activitiesSamuel = activitiesJessica AS sameActivities"
Ella and Ethan must handle an identical set of tasks in their roles.,"Activity: [], EntityType: [], Actor: [""Ella"", ""Ethan""]","MATCH (e1:Event {Actor: 'Ella'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesElla MATCH (e2:Event {Actor: 'Ethan'}) WITH activitiesElla, COLLECT(DISTINCT e2.Activity) AS activitiesEthan RETURN activitiesElla = activitiesEthan AS sameActivities"
Activities carried out by Ryan must be identical to those performed by Ava.,"Activity: [], EntityType: [], Actor: [""Ryan"", ""Ava""]","MATCH (e1:Event {Actor: 'Ryan'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesRyan MATCH (e2:Event {Actor: 'Ava'}) WITH activitiesRyan, COLLECT(DISTINCT e2.Activity) AS activitiesAva RETURN activitiesRyan = activitiesAva AS sameActivities"
"Any task performed by Adam must also be handled by Emily, and vice versa.","Activity: [], EntityType: [], Actor: [""Adam"", ""Emily""]","MATCH (e1:Event {Actor: 'Adam'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesAdam MATCH (e2:Event {Actor: 'Emily'}) WITH activitiesAdam, COLLECT(DISTINCT e2.Activity) AS activitiesEmily RETURN activitiesAdam = activitiesEmily AS sameActivities"
Tasks performed by Nathan and Hannah must overlap entirely with no differences.,"Activity: [], EntityType: [], Actor: [""Nathan"", ""Hannah""]","MATCH (e1:Event {Actor: 'Nathan'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesNathan MATCH (e2:Event {Actor: 'Hannah'}) WITH activitiesNathan, COLLECT(DISTINCT e2.Activity) AS activitiesHannah RETURN activitiesNathan = activitiesHannah AS sameActivities"
Jacob and Isabella must execute an identical set of responsibilities.,"Activity: [], EntityType: [], Actor: [""Jacob"", ""Isabella""]","MATCH (e1:Event {Actor: 'Jacob'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesJacob MATCH (e2:Event {Actor: 'Isabella'}) WITH activitiesJacob, COLLECT(DISTINCT e2.Activity) AS activitiesIsabella RETURN activitiesJacob = activitiesIsabella AS sameActivities"
Scarlett and Henry must be assigned identical activities to perform.,"Activity: [], EntityType: [], Actor: [""Scarlett"", ""Henry""]","MATCH (e1:Event {Actor: 'Scarlett'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesScarlett MATCH (e2:Event {Actor: 'Henry'}) WITH activitiesScarlett, COLLECT(DISTINCT e2.Activity) AS activitiesHenry RETURN activitiesScarlett = activitiesHenry AS sameActivities"
Grace and Daniel must not perform any task without the other also performing it.,"Activity: [], EntityType: [], Actor: [""Grace"", ""Daniel""]","MATCH (e1:Event {Actor: 'Grace'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesGrace MATCH (e2:Event {Actor: 'Daniel'}) WITH activitiesGrace, COLLECT(DISTINCT e2.Activity) AS activitiesDaniel RETURN activitiesGrace = activitiesDaniel AS sameActivities"
Zoe and Logan’s tasks must completely overlap.,"Activity: [], EntityType: [], Actor: [""Zoe"", ""Logan""]","MATCH (e1:Event {Actor: 'Zoe'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesZoe MATCH (e2:Event {Actor: 'Logan'}) WITH activitiesZoe, COLLECT(DISTINCT e2.Activity) AS activitiesLogan RETURN activitiesZoe = activitiesLogan AS sameActivities"
"Every action taken by Lily must also be taken by Noah, and vice versa.","Activity: [], EntityType: [], Actor: [""Lily"", ""Noah""]","MATCH (e1:Event {Actor: 'Lily'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesLily MATCH (e2:Event {Actor: 'Noah'}) WITH activitiesLily, COLLECT(DISTINCT e2.Activity) AS activitiesNoah RETURN activitiesLily = activitiesNoah AS sameActivities"
Olivia and Lucas must fulfill the same responsibilities in terms of activities performed.,"Activity: [], EntityType: [], Actor: [""Olivia"", ""Lucas""]","MATCH (e1:Event {Actor: 'Olivia'}) WITH COLLECT(DISTINCT e1.Activity) AS activitiesOlivia MATCH (e2:Event {Actor: 'Lucas'}) WITH activitiesOlivia, COLLECT(DISTINCT e2.Activity) AS activitiesLucas RETURN activitiesOlivia = activitiesLucas AS sameActivities"
Alice is restricted to working only on events related to invoices.,"Activity: [], EntityType: [""Invoice""], Actor: [""Alice""]",MATCH (e:Event {Actor: 'Alice'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Invoice') THEN true ELSE false END AS ruleSatisfied
It is required that Daniel works exclusively on tasks related to shipments.,"Activity: [], EntityType: [""Shipment""], Actor: [""Daniel""]",MATCH (e:Event {Actor: 'Daniel'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Shipment') THEN true ELSE false END AS ruleSatisfied
Every event handled by Emily must be associated with customer accounts.,"Activity: [], EntityType: [""Customer Account""], Actor: [""Emily""]",MATCH (e:Event {Actor: 'Emily'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Customer Account') THEN true ELSE false END AS ruleSatisfied
Tasks performed by Sarah must pertain only to contracts.,"Activity: [], EntityType: [""contract""], Actor: [""sarah""]",MATCH (e:Event {Actor: 'sarah'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'contract') THEN true ELSE false END AS ruleSatisfied
No event unrelated to invoices may be performed by Chris.,"Activity: [], EntityType: [""invoice""], Actor: [""chris""]",MATCH (e:Event {Actor: 'chris'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'invoice') THEN true ELSE false END AS ruleSatisfied
James is required to focus solely on events connected to inventory.,"Activity: [], EntityType: [""inventory""], Actor: [""james""]",MATCH (e:Event {Actor: 'james'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'inventory') THEN true ELSE false END AS ruleSatisfied
Events managed by Natalie must always involve projects.,"Activity: [], EntityType: [""project""], Actor: [""natalie""]",MATCH (e:Event {Actor: 'natalie'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'project') THEN true ELSE false END AS ruleSatisfied
It is prohibited for Alex to work on tasks unrelated to payments.,"Activity: [], EntityType: [""payment""], Actor: [""alex""]",MATCH (e:Event {Actor: 'alex'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'payment') THEN true ELSE false END AS ruleSatisfied
Actions performed by Olivia must pertain exclusively to employee records.,"Activity: [], EntityType: [""employee record""], Actor: [""olivia""]",MATCH (e:Event {Actor: 'olivia'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'employee record') THEN true ELSE false END AS ruleSatisfied
Events executed by Leo must always relate to delivery orders.,"Activity: [], EntityType: [""delivery order""], Actor: [""leo""]",MATCH (e:Event {Actor: 'leo'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'delivery order') THEN true ELSE false END AS ruleSatisfied
Clara exclusively performs tasks related to financial accounts.,"Activity: [], EntityType: [""financial account""], Actor: [""clara""]",MATCH (e:Event {Actor: 'clara'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'financial account') THEN true ELSE false END AS ruleSatisfied
Henry must handle only events linked to equipment records.,"Activity: [], EntityType: [""Equipment Record""], Actor: [""Henry""]",MATCH (e:Event {Actor: 'Henry'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Equipment Record') THEN true ELSE false END AS ruleSatisfied
Tasks completed by Rachel must pertain solely to customer feedback.,"Activity: [], EntityType: [""Customer Feedback""], Actor: [""Rachel""]",MATCH (e:Event {Actor: 'Rachel'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Customer Feedback') THEN true ELSE false END AS ruleSatisfied
No events unrelated to procurement should be performed by Victor.,"Activity: [], EntityType: [""Procurement""], Actor: [""Victor""]",MATCH (e:Event {Actor: 'Victor'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Procurement') THEN true ELSE false END AS ruleSatisfied
Tasks involving Paul must be strictly related to quality control processes.,"Activity: [], EntityType: [""Quality Control""], Actor: [""Paul""]",MATCH (e:Event {Actor: 'Paul'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Quality Control') THEN true ELSE false END AS ruleSatisfied
Sophia’s responsibilities are confined to tasks involving shipments.,"Activity: [], EntityType: [""Shipment""], Actor: [""Sophia""]",MATCH (e:Event {Actor: 'Sophia'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Shipment') THEN true ELSE false END AS ruleSatisfied
All events assigned to Ethan must relate exclusively to project milestones.,"Activity: [], EntityType: [""Project Milestone""], Actor: [""Ethan""]",MATCH (e:Event {Actor: 'Ethan'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Project Milestone') THEN true ELSE false END AS ruleSatisfied
Maria is prohibited from handling events unrelated to payments.,"Activity: [], EntityType: [""Payment""], Actor: [""Maria""]",MATCH (e:Event {Actor: 'Maria'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Payment') THEN true ELSE false END AS ruleSatisfied
Tasks performed by Logan must only involve vendor management activities.,"Activity: [], EntityType: [""Vendor Management""], Actor: [""Logan""]",MATCH (e:Event {Actor: 'Logan'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Vendor Management') THEN true ELSE false END AS ruleSatisfied
Liam is only allowed to participate in events involving order processing.,"Activity: [], EntityType: [""Order""], Actor: [""Liam""]",MATCH (e:Event {Actor: 'Liam'})-[:CORR]->(entity:Entity) WITH COLLECT(DISTINCT entity.EntityType) AS entityTypes RETURN CASE WHEN ALL(type IN entityTypes WHERE type = 'Order') THEN true ELSE false END AS ruleSatisfied
No more than 4 different workers may handle each process related to a shipment.,"Activity: [], EntityType: [""Shipment""], Actor: []","MATCH (e:Event)-[:CORR]->(ent:Entity {EntityType: ""Shipment""}) WITH ent, COLLECT(DISTINCT e.Actor) as actors WITH COLLECT(SIZE(actors)) as actorCounts RETURN CASE WHEN ANY(count IN actorCounts WHERE count > 4) THEN false ELSE true END AS ruleSatisfied"
At least 3 people must contribute to each order process.,"Activity: [], EntityType: [""Order""], Actor: []","MATCH (e:Event)-[:CORR]->(ent:Entity {EntityType: ""Order""}) WITH ent, COLLECT(DISTINCT e.Actor) as actors WITH COLLECT(SIZE(actors)) as actorCounts RETURN CASE WHEN ANY(count IN actorCounts WHERE count < 3) THEN false ELSE true END AS ruleSatisfied"
Every invoice process must involve a maximum of 2 distinct approvers.,"Activity: [], EntityType: [""Invoice""], Actor: []","MATCH (e:Event)-[:CORR]->(ent:Entity {EntityType: ""Invoice Process""}) WITH ent, COLLECT(DISTINCT e.Actor) as actors WITH COLLECT(SIZE(actors)) as actorCounts RETURN CASE WHEN ANY(count IN actorCounts WHERE count > 2) THEN false ELSE true END AS ruleSatisfied"
Every contract process must involve at least 4 distinct participants.,"Activity: [], EntityType: [""Contract""], Actor: []","MATCH (e:Event)-[:CORR]->(ent:Entity {EntityType: ""Contract""}) WITH ent, COLLECT(DISTINCT e.Actor) as actors WITH COLLECT(SIZE(actors)) as actorCounts RETURN CASE WHEN ANY(count IN actorCounts WHERE count < 4) THEN false ELSE true END AS ruleSatisfied"
At least 3 workers must be involved in handling each procurement process.,"Activity: [], EntityType: [""Procurement""], Actor: []","MATCH (e:Event)-[:CORR]->(ent:Entity {EntityType: ""Procurement""}) WITH ent, COLLECT(DISTINCT e.Actor) as actors WITH COLLECT(SIZE(actors)) as actorCounts RETURN CASE WHEN ANY(count IN actorCounts WHERE count < 3) THEN false ELSE true END AS ruleSatisfied"
No more than 5 employees can participate in handling each return process.,"Activity: [], EntityType: [""Returns""], Actor: []","MATCH (e:Event)-[:CORR]->(ent:Entity {EntityType: ""Returns""}) WITH ent, COLLECT(DISTINCT e.Actor) as actors WITH COLLECT(SIZE(actors)) as actorCounts RETURN CASE WHEN ANY(count IN actorCounts WHERE count > 5) THEN false ELSE true END AS ruleSatisfied"
A minimum of 4 unique contributors must be involved in each delivery process.,"Activity: [], EntityType: [""delivery""], Actor: []","MATCH (e:Event)-[:CORR]->(ent:Entity {EntityType: ""delivery""}) WITH ent, COLLECT(DISTINCT e.Actor) as actors WITH COLLECT(SIZE(actors)) as actorCounts RETURN CASE WHEN ANY(count IN actorCounts WHERE count < 4) THEN false ELSE true END AS ruleSatisfied"
